T,αStar
0.01,0.503778337531486
0.01663299663299663,0.5063161663171892
0.023265993265993264,0.508879693644144
0.0298989898989899,0.5114693118412895
0.036531986531986534,0.5140854212644425
0.04316498316498316,0.5167284305026358
0.0497979797979798,0.5193987565908555
0.05643097643097643,0.5220968252294061
0.06306397306397306,0.5248230710101519
0.0696969696969697,0.5275779376498801
0.07632996632996633,0.5303618782310556
0.08296296296296296,0.533175355450237
0.08959595959595959,0.5360188418744417
0.09622895622895623,0.5388928202057591
0.10286195286195286,0.5417977835545219
0.10949494949494949,0.5447342357213601
0.11612794612794612,0.5477026914884789
0.12276094276094277,0.5507036769205095
0.1293939393939394,0.5537377296753083
0.13602693602693602,0.5568053993250843
0.14265993265993265,0.5599072476882616
0.14929292929292928,0.5630438491724963
0.1559259259259259,0.5662157911292859
0.16255892255892257,0.5694236742206374
0.1691919191919192,0.5726681127982647
0.17582491582491583,0.5759497352958287
0.18245791245791246,0.5792691846347386
0.1890909090909091,0.5826271186440678
0.19572390572390572,0.5860242104951608
0.20235690235690235,0.5894611491515332
0.208989898989899,0.5929386398346959
0.21562289562289563,0.596457404506567
0.22225589225589226,0.6000181823691627
0.2288888888888889,0.6036217303822937
0.23552188552188552,0.6072688238000307
0.24215488215488215,0.6109602567267342
0.24878787878787878,0.6146968426934897
0.25542087542087544,0.6184794152558256
0.26205387205387204,0.622308828613634
0.2686868686868687,0.6261859582542695
0.2753198653198653,0.6301117016198325
0.28195286195286196,0.6340869787997181
0.2885858585858586,0.6381127332495408
0.2952188552188552,0.6421899325376231
0.30185185185185187,0.6463195691202873
0.3084848484848485,0.6505026611472501
0.31511784511784513,0.654740253298502
0.32175084175084173,0.6590334176541074
0.3283838383838384,0.6633832545984519
0.335016835016835,0.6677908937605397
0.34164983164983165,0.6722574949920213
0.3482828282828283,0.6767842493847416
0.3549158249158249,0.681372380329674
0.36154882154882156,0.6860231446192225
0.36818181818181817,0.6907378335949765
0.3748148148148148,0.6955177743431222
0.3814478114478114,0.7003643309398324
0.3880808080808081,0.7052789057490917
0.39471380471380474,0.7102629407755499
0.40134680134680134,0.7153179190751443
0.407979797979798,0.7204453662263944
0.4146127946127946,0.7256468518654252
0.42124579124579126,0.7309239912879768
0.42787878787878786,0.7362784471218206
0.4345117845117845,0.7417119310732347
0.4411447811447811,0.7472262057513775
0.4477777777777778,0.752823086574655
0.45441077441077443,0.7585044437634081
0.46104377104377103,0.7642722044235151
0.4676767676767677,0.7701283547257877
0.4743097643097643,0.7760749421863364
0.48094276094276095,0.7821140780534048
0.48757575757575755,0.7882479398065209
0.4942087542087542,0.7944787737741756
0.5008417508417509,0.8008088978766429
0.5074747474747475,0.8072407045009784
0.5141077441077441,0.8137766635156793
0.5207407407407407,0.8204193254329988
0.5273737373737374,0.8271713247274095
0.534006734006734,0.834035383319292
0.5406397306397306,0.8410143142335305
0.5472727272727272,0.8481110254433311
0.5539057239057239,0.8553285239103202
0.5605387205387206,0.8626699198326946
0.5671717171717172,0.8701384311140407
0.5738047138047138,0.8777373880663173
0.5804377104377104,0.8854702383614327
0.5870707070707071,0.8933405522468878
0.5937037037037037,0.9013520280420634
0.6003367003367004,0.9095084979329354
0.6069696969696969,0.9178139340842713
0.6136026936026936,0.9262724550898201
0.6202356902356903,0.9348883327824734
0.6268686868686869,0.9436659994280805
0.6335016835016835,0.9526100553283613
0.6401346801346801,0.9617252768603074
0.6467676767676768,0.9710166249816095
0.6534006734006734,0.9804892542339313
0.6600336700336701,0.9901485222783424
0.6666666666666666,0.9999999999999997
