alpha,attack1,attack2,attack3,attack4,R1,R2,R3,R4
0.6237373737373737,7.511450234272333e-5,0.11549308684058021,0.30866096543015714,0.48005756246104475,0.7614218692121006,1.076797202640826,1.2126595526836026,1.354984210748135
0.6336363636363637,7.416996190654595e-5,0.11206682320018371,0.30842270115838,0.4808455792971503,0.7526175500604649,1.0736261768463382,1.2112287967958686,1.354880693199008
0.6435353535353535,7.324758519494153e-5,0.10869052170962923,0.3082285358701862,0.48165979005373766,0.7439532937463924,1.0705666373304583,1.2098888814499338,1.3548395428395446
0.6534343434343435,7.234697573510025e-5,0.10535105135950217,0.3080959995692634,0.4825004433151511,0.7354310533792179,1.0676176555211294,1.2086388879328207,1.354860215666478
0.6633333333333333,7.146773839779537e-5,0.1020720654176474,0.3080103266228725,0.48336775321913883,0.7270526747797147,1.064778255985582,1.207477875759659,1.3549421588693427
0.6732323232323232,7.06094794014828e-5,0.09884017099707124,0.30798031939969533,0.4842619005825727,0.7188198879161917,1.06204741879374,1.2064048842384336,1.3550848114110003
0.6831313131313131,6.977180631618421e-5,0.09567921194418069,0.30801565023657457,0.4851830340302383,0.7107342986420894,1.0594240819373497,1.2054189340268875,1.355287604603584
0.693030303030303,6.895432806716419e-5,0.09258474604527474,0.30810064976153545,0.4861312711258668,0.702797380820481,1.0569071437926534,1.2045190286767933,1.3555499626787908
0.702929292929293,6.130674413358746e-5,0.08957118057126359,0.3082441579441498,0.4871066995042601,0.6950104689202776,1.0544954656146381,1.2037041561611224,1.3558713033515002
0.7128282828282828,6.0788079571894675e-5,0.08662432200962425,0.30845535076247854,0.4881093780030202,0.6873747511668037,1.052187874051225,1.202973290379911,1.3562510383757687
0.7227272727272728,6.0278107651857183e-5,0.08375812137754099,0.3087184577354418,0.4891393377922008,0.6798912633257014,1.049983163666143,1.2023253926409452,1.3566885740923045
0.7326262626262626,5.9776804829250335e-5,0.08098674888234393,0.30904197429925645,0.49019658349996525,0.672560883193849,1.0478800994597197,1.2017594131116835,1.357183311966597
0.7425252525252525,5.928414754503193e-5,0.07830481664259005,0.3094263397657105,0.49128109433221406,0.6653843258641824,1.045877419377336,1.2012742922391695,1.3577346491169335
0.7524242424242424,5.8800112226025354e-5,0.07570693184319204,0.30988003653392376,0.49239282518406274,0.658362139823086,1.0439738367958897,1.200868962134984,1.3583419788316022
0.7623232323232323,5.832467528557909e-5,0.07321617719539308,0.31038727571849545,0.4935317077409834,0.6514947039295069,1.0421680429792377,1.2005423479226243,1.3590046910746432
0.7722222222222223,5.78578131242039e-5,0.07082664672769916,0.31095606469613196,0.49469765156744977,0.6447822253143379,1.0404587094942501,1.2002933690449902,1.3597221729795725
0.7821212121212121,5.739950213018799e-5,0.06854185461445444,0.31158646201437523,0.4958905451809628,0.6382247382271237,1.0388444905797944,1.2001209405299715,1.360493809330563
0.7920202020202021,5.694971868019086e-5,0.06636508934535416,0.3122784377654526,0.49711025710941403,0.6318221038450307,1.037324025461679,1.200023974212435,1.3613189830306291
0.8019191919191919,5.650843913981676e-5,0.0642898213467798,0.31303187635466345,0.4983499454211765,0.625574011046564,1.0358959406072876,1.200001379911182,1.3621970755564212
0.8118181818181818,5.607563986416823e-5,0.062338136194997215,0.3138465795150485,0.49962309736215305,0.6194799781399901,1.03455885191436,1.2000520665597387,1.3631274673992897
0.8217171717171717,5.565129719838056e-5,0.06049326712532944,0.31472226954871624,0.5009225682852863,0.6135393555241467,1.0333113668290634,1.2001749432901,1.3641095384923376
0.8316161616161616,5.523538747813788e-5,0.05877700504106106,0.3156585927710294,0.5022481552042021,0.6077513292475468,1.0321520863892002,1.2003689204687948,1.3651426686232329
0.8415151515151515,5.482788703017128e-5,0.057172016993028645,0.31665512313041255,0.5035996401914107,0.602114925420701,1.0310796071890718,1.2006329106848845,1.366226237832598
0.8514141414141414,5.442877217274035e-5,0.05568983280195498,0.317711365973745,0.5049767913134575,0.5966290154266088,1.030092523263154,1.2009658296897232,1.3673596267978538
0.8613131313131314,4.734007982360071e-5,0.054322316074292575,0.318826761925438,0.5063793635372215,0.5912923218656214,1.0291894278863662,1.2013665972885155,1.3685422172024286
0.8712121212121212,4.709151374744674e-5,0.053090291403274495,0.3200006908472513,0.5078070996065924,0.586103425163499,1.0283689152893076,1.2018341381839028,1.3697733920902964
0.8811111111111111,4.684354222408347e-5,0.051975321108658226,0.3212245240793544,0.5092530603658584,0.5810607707656066,1.027629582287377,1.2023673827719734,1.371052536205847
0.891010101010101,4.659616531637286e-5,0.050978217093829506,0.32251371907108206,0.5107306963790805,0.576162676835858,1.0269700298232172,1.2029652678912697,1.3723790363191277
0.9009090909090909,4.634938308533679e-5,0.05011901607418745,0.3238592859418543,0.5122326506766036,0.5714073423762687,1.0263888644224008,1.2036267375254868,1.3737522815365355
0.9108080808080808,4.6103195590234176e-5,0.049368827746160866,0.3252603974407541,0.5137586239631163,0.5667928556817727,1.0258846995627162,1.204350743460713,1.3751716635970697
0.9207070707070707,4.585760288863818e-5,0.048756906107810534,0.32671618542782677,0.5153083088182213,0.5623172030452339,1.0254561569578091,1.205136245898156,1.3766365771542945
0.9306060606060607,4.5612605036513284e-5,0.04825385041255411,0.32821789305656784,0.5168813903883016,0.5579782776292368,1.0251018677563046,1.2059822140234067,1.3781464200441735
0.9405050505050505,4.5368202088292576e-5,0.04788855016288774,0.3297807256340479,0.5184775470466387,0.553773888424147,1.0248204736578501,1.2068876265333923,1.3797005935389839
0.9504040404040404,4.5124394096954774e-5,0.04764082671196132,0.3313954280230971,0.5200901468693356,0.5497017692159116,1.0246106279478162,1.2078514721222224,1.3812985025875288
0.9603030303030303,4.4881181114101445e-5,0.04750991821593529,0.3330610017225544,0.5217319154342397,0.5457595874919969,1.0244709964526306,1.2088727499272176,1.3829395560418924
0.9702020202020202,4.4638563190034175e-5,0.04750452392362841,0.33476886394527666,0.5233957392679526,0.5419449532194948,1.0244002584179492,1.2099504699364434,1.3846231668710045
0.9801010101010101,4.439654037383173e-5,0.04761371987341159,0.33653363125846547,0.5250812752672671,0.5382554274356552,1.0243971073120406,1.2110836533591258,1.3863487523612914
0.99,4.415511271342717e-5,0.04784589036197943,0.3383461400901065,0.5267881765867344,0.5346885305976959,1.0244602515569168,1.212271332960351,1.3881157343047172
