x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100
0.0968792243153633,0.10381939472936458,0.11051430885950576,0.11696813422558837,0.12320043337643247,0.12921380602505853,0.13502541673701834,0.14063090214950436,0.14605256418890672,0.15129174652863375,0.15635624492763467,0.16125318306523742,0.16599667502247317,0.1705793024477759,0.1750210324844403,0.1793204697607477,0.1834834042618728,0.18751523884903046,0.19142104548399683,0.1952056042047327,0.19887343089452592,0.20242879713774614,0.20587574365946246,0.20921808737809566,0.21245942059158435,0.21560868038298936,0.21865927681687142,0.2216188329728153,0.22449565365128835,0.22728331107039662,0.2299930327641928,0.23261992621964928,0.23517357350575152,0.23764986347193676,0.24005742930131205,0.24239242123987884,0.24466303627775543,0.24686518319930598,0.24900715715736846,0.2510842367583949,0.2531053995489763,0.25506799198615726,0.25697162061891116,0.25882332316934475,0.26062158014707043,0.262366432355431,0.26406373905888453,0.26571153391889235,0.2673089651874128,0.26886162099224975,0.2703689645329183,0.2718316804800825,0.2732560192588602,0.2746392569499992,0.2759802027627859,0.27727608245321517,0.2785304330139639,0.2797440970617238,0.2809225551263137,0.2820704511800436,0.2831939485814417,0.284289849641456,0.2853519800523479,0.28637141895621887,0.2873398100594633,0.28825641348900516,0.28912591413910366,0.28996192377480157,0.29078249746446955,0.29160404659537564,0.2924368981169301,0.2932775227211784,0.29410963711791993,0.2949058620291261,0.2956358007589122,0.2962713994821946,0.2967975542095954,0.29721727251141006,0.29755389660157633,0.297848675995271,0.29815470417814094,0.2985255858710351,0.29900444760724915,0.299612543669697,0.30123234128572735,0.3034697088771991,0.30504005312956045,0.30597983545478497,0.3063410680010863,0.30619093242199236,0.3056107532632934,0.3046942563702787,0.30354506471044934,0.302273414173162,0.30099211053988517,0.30089953480063536,0.3059001776995588,0.3103388979275378,0.31417837756313866,0.3173857436755018
0.09530794850592308,0.10249545862492337,0.10942904669834146,0.11612884799284619,0.1226063912161239,0.12886469837109094,0.13491414573733382,0.14076377998331197,0.1464302271044515,0.15191401110881397,0.15722312158546048,0.16236483760064602,0.16735331061632486,0.17218123760446558,0.17686834983083904,0.1814134659012916,0.18581661719660464,0.19009545278401055,0.19424851332307927,0.1982806491391074,0.20219642469708488,0.20600014188550347,0.2097013463693174,0.2132935466987683,0.21678546706664528,0.2201805445190052,0.22348712147218733,0.22669934396811578,0.22982426707312079,0.23286983044934947,0.23582995984941077,0.23871544386830654,0.24152146939640962,0.24425743786230464,0.24691911222263765,0.24951516466712154,0.2520414209101649,0.2545063285341414,0.25690524732636083,0.2592470276886836,0.2615293939746932,0.2637522783317734,0.2659223112914782,0.26803520344107734,0.270099228513651,0.2721121011977868,0.27407312164921843,0.27598953685203215,0.2778583374016822,0.2796804587748537,0.281455770112178,0.28319051461058764,0.2848845841803593,0.2865395210104312,0.28815387655614505,0.28972919631322297,0.291262109033323,0.2927531600834194,0.29420458400867644,0.2956249379461263,0.2970181481815663,0.2983871646008487,0.29973000686121043,0.30103893657367037,0.30230658206518707,0.3035239149114841,0.3046890830085968,0.30580857747824797,0.3068960373327142,0.3079720437587012,0.3090525398715759,0.31014675363999805,0.31125126376592754,0.31234875485357394,0.31341055297873305,0.31440497388637406,0.3153028316180713,0.31608823967933813,0.31676401479369876,0.3173540322055291,0.3179009942298505,0.3184596611081132,0.31908638348850077,0.31982723582266864,0.3207057770534587,0.3225428022675503,0.32521383863595427,0.3271830887808091,0.32848621209168466,0.32917517750616854,0.3293179727063741,0.32899765487303695,0.32831066719347096,0.3273643665143911,0.3262737370547047,0.32515730334193854,0.3243229686389445,0.3300244400933645,0.33514267641519985,0.33963634267645065
0.09356650894723205,0.1009926428572458,0.10817141236722884,0.11511580288966945,0.12183696321025918,0.12833113745023525,0.1346232300456401,0.1407228588715732,0.1466239844603626,0.1523499166293791,0.15790094524766646,0.16329116486052087,0.16851492708165816,0.17358481105556223,0.1785138466940144,0.18330098463196678,0.18794684635946854,0.19246815878792528,0.19686397887856966,0.2011392037473108,0.20529844227514069,0.20934604221636494,0.21328610834196354,0.21712251274696023,0.22086437376762005,0.22450515335031607,0.228052946656863,0.2315155307597331,0.23488773994506815,0.2381761032579367,0.24138817504972995,0.2445182762676536,0.24757670602672982,0.2505588095699977,0.25347372230499693,0.2563171929588233,0.25909781342243254,0.26181122674150187,0.2644659765005592,0.2670570654299711,0.2695936891910733,0.27207325800925497,0.2744953843389174,0.2768671457845322,0.2791866292967504,0.28145366079465894,0.2836747427219361,0.2858484563389521,0.2879740147082907,0.29005668420355696,0.2920944259766299,0.29408891537464643,0.2960411664712111,0.29795674816310636,0.29983479421907966,0.3016730350646167,0.3034740268538201,0.30523375036345907,0.30695309822117645,0.30863591723340744,0.3102870183835012,0.3119147765318075,0.31351992854846683,0.3150998778424249,0.31664714107153513,0.31815116255555226,0.3196063094157991,0.3210098192111406,0.3223688886926364,0.323698673776836,0.3250184740080423,0.326345202292807,0.3276890878244448,0.32904537392932204,0.33039592216959296,0.3317114355681373,0.3329581640761951,0.33410642913689476,0.3351400665844415,0.33606122035161795,0.3368940231045817,0.3376820755300103,0.3384816979494576,0.3393514523113074,0.34033964963032287,0.3414726151526587,0.34347200094818414,0.3465622807039348,0.34891923510213607,0.3505777365206354,0.3515895668005113,0.35202320030605866,0.35196292255891,0.3515072046646056,0.35076627409832334,0.3498588510917613,0.3489080573314706,0.3480365499297949,0.353490542437584,0.35925660143292765
0.09165493696678452,0.09932669244664746,0.10674981496458016,0.11392953316977698,0.12088548444166011,0.12762890516518766,0.13416198667675483,0.14049458714042548,0.14664298237054113,0.15260112411970872,0.15839161453501388,0.16402126274544288,0.16948388898897931,0.17479261925872713,0.1799603509732792,0.18498027395662753,0.1898709353324955,0.1946309175188327,0.19926549967844948,0.20377962454105766,0.2081779421688821,0.21246484051968018,0.21664446692697295,0.2207207425070379,0.22469736991855996,0.2285778332792256,0.23237122010650546,0.23607031860781502,0.2396829246949433,0.2432174260166608,0.24666694857327967,0.2500429615124207,0.2533401989929859,0.2565684454587886,0.2597232553479185,0.2628134430367931,0.2658348218734684,0.26879581803457736,0.27169199708943165,0.27453188559539743,0.27731027573689293,0.28003654607848616,0.28270788566426147,0.28532365219551875,0.2878912250455151,0.2904084490419157,0.2928749407695085,0.2952976412274521,0.29767471094323933,0.3000049462800558,0.30229420185602807,0.3045401077528861,0.30674447748661704,0.30890812113636873,0.3110371148730353,0.31312992541463097,0.31518578684703197,0.3172014548066864,0.31917908508222637,0.3211177041985632,0.3230215388582778,0.3248967344682947,0.3267478888793736,0.32857924261881183,0.33038613623591534,0.3321605737649409,0.3338926082848107,0.3355739658859409,0.3372053357875463,0.33879339415269416,0.34035392938705006,0.34190670417598695,0.3434686205811231,0.345050250330873,0.3466460996153846,0.3482373874364966,0.3497940189976796,0.35128137506243584,0.3526688398328218,0.3539397574209088,0.35509566531359926,0.3561606570944521,0.357178822039889,0.35820758821664045,0.359307254157851,0.360528353851439,0.36189977409581525,0.36400483814208034,0.3675006054018275,0.370234562707422,0.37224078176099057,0.3735706975996765,0.3742929522366403,0.3744925742994526,0.37426941272828,0.3737357620290477,0.37301314420650056,0.3722282488431528,0.3715080779026878,0.37628759000877393
0.08957298777763505,0.0974815824969188,0.10514864097894173,0.11257041806589266,0.11976766455896046,0.12675118156063683,0.13352344056866164,0.14009474887923828,0.1464740695620748,0.15267691625754362,0.15870417304988682,0.16456364463317827,0.17026245995969938,0.17580715521737983,0.18121058504819473,0.18646617161672713,0.1915920848211358,0.19658716932129017,0.20145676130485593,0.20620034702579695,0.2108338304367536,0.21535573797880594,0.21977568463474267,0.22408711759762148,0.2282990546509044,0.23241503922568793,0.23643840769488067,0.2403775161279335,0.24422614691172362,0.24799142580718617,0.25168119621159274,0.25528926331457585,0.25882633417070267,0.262287557638676,0.2656821963806404,0.2690060445270266,0.2722675628155039,0.2754626831280131,0.2785996064025043,0.28167389823751643,0.2846939870925656,0.2876545650816703,0.2905650686111803,0.2934225363155346,0.2962261250181167,0.2989834061100494,0.3016920655138766,0.30435155752456106,0.306969120401183,0.3095425638960787,0.3120727572045299,0.3145587710628871,0.3170052651470732,0.319411763521887,0.32177889192502757,0.3241130896191013,0.3264122249830814,0.3286752667260034,0.33089864505345257,0.3330852309270533,0.3352340458296063,0.33734965838400305,0.33943835284698604,0.34150436870022716,0.34355195470974387,0.3455756219437205,0.34756693456129,0.3495157683364928,0.3514138251343035,0.3532626083386739,0.3550690808350338,0.35684955223302756,0.3586241454754478,0.3604105706754728,0.362217160679831,0.36404039755683626,0.36586018620756616,0.36764584994971583,0.3693620920929174,0.3709778478447616,0.372474830412622,0.3738549415703615,0.3751415652237799,0.3763788822324305,0.3776249977983076,0.37894157220525304,0.3803811346800798,0.38197516298105094,0.38412757660427016,0.3880156346300506,0.3911162860595649,0.393462766920285,0.3951059971454374,0.3961144742375995,0.3965735090584625,0.39658372112011864,0.396258729192717,0.3957219994500977,0.395102848295911,0.39453164056453666
0.08732009862203811,0.09547370947920047,0.10338375719381722,0.11104708459853496,0.11847636341439671,0.12569884747350096,0.13270172548597345,0.13951007396150975,0.14613266129730268,0.15256417879230733,0.15882647058896063,0.16492024701351168,0.17085280313773052,0.1766308095870477,0.18226716752240077,0.18775536538469864,0.1931133814598431,0.1983341993306443,0.20343600426337308,0.20841684250495854,0.21328148989472498,0.21803443212555504,0.2226798954435017,0.22722186725403215,0.23166410847983498,0.23601579523812005,0.24026989507029062,0.2444346290163506,0.24851769063676016,0.25251373813378497,0.2564292987014383,0.2602717023280472,0.26403538561137774,0.2677303327005428,0.27135209738504523,0.27490552139589797,0.27839836878350716,0.28182701601811644,0.2851914533901928,0.28849961690112347,0.2917471288552869,0.29494226281880354,0.29807969278063934,0.30116881729077377,0.3042065787380052,0.3071919784211382,0.31013269740014954,0.31302632659108787,0.3158721918039482,0.318677714911012,0.3214404133559097,0.3241610433899988,0.3268385479985239,0.3294779529855467,0.33207872835294894,0.33464335419250574,0.33717243373351763,0.33966938242485567,0.3421309061887853,0.3445550411652466,0.34693974697767793,0.3492896491473804,0.3516077624987853,0.3539004617294611,0.35617162422517396,0.3584254634038145,0.36065575026468905,0.3628536805090777,0.3650090119677312,0.3671144926332907,0.369169254600086,0.37118359561578085,0.3731732006491509,0.3751584602186311,0.3771571776199002,0.3791775248993421,0.38121604114397034,0.38325219158680063,0.3852549252180536,0.38718844467715907,0.38902104549546346,0.39073364360184176,0.3923274870240846,0.39382524652287976,0.39527081393947816,0.3967225624950655,0.3982431584806193,0.39988704352757726,0.4016878967306753,0.4038278299524578,0.4080954431092601,0.41155277861490336,0.41423218687145535,0.416183901906657,0.4174759767347009,0.41819357196882156,0.41843751553882524,0.4183220687360144,0.4179718588397731,0.41751797184303135
0.08490451104562333,0.09330305173523697,0.10143913384602152,0.1093435974191654,0.11702009118654931,0.12447264563994957,0.13171229305812218,0.13875623310478064,0.14560638028427383,0.15227123430902842,0.15876682015993968,0.165092904164355,0.17125698138699022,0.17726587183531226,0.18313261522895885,0.1888506035131344,0.19443780098670765,0.19988769432876383,0.20521777004343353,0.2104264783230073,0.2155186423630856,0.22049878908206222,0.22537118387555213,0.23013985479904095,0.23480860895863265,0.23938104214388692,0.24386054119879028,0.24825609815487118,0.2525603124094832,0.25678099026840356,0.2609262435788708,0.264989380621506,0.26898147852317905,0.2728975556558959,0.27674298285138,0.28052550315526315,0.28423785317145545,0.2878913977883529,0.2914827329871427,0.29501182575087675,0.2984863226455127,0.3019019436923973,0.3052667689443873,0.30857551374736353,0.31183746637069976,0.31504951481665144,0.3182105434487535,0.3213282814889574,0.324400272790566,0.3274257382798176,0.3304121929607657,0.33335691186293515,0.33626055523607457,0.3391219851510641,0.3419465405202456,0.3447336598601413,0.34748580104455107,0.35020328523180694,0.35288948638217765,0.35554076172737686,0.35815513436171487,0.36073065099251367,0.36327251603360083,0.3657838328726097,0.36827102396484107,0.37073903770299105,0.37318773478896344,0.3756145269669756,0.378008878561515,0.3803604792551229,0.38266224595580595,0.38491354764987873,0.3871252598604943,0.38931323269151363,0.39149804144826644,0.39369755730677103,0.39592052045935633,0.3981616298908194,0.40040212151687987,0.4026100952622539,0.4047494167266492,0.4067878249291764,0.4087054062177961,0.41050259916392645,0.4122010822550256,0.4138440969296258,0.41548989636635925,0.41720181237234444,0.4190358878433687,0.4210282857118461,0.4231853337033814,0.42772936036128945,0.43153358774303197,0.43453864034681183,0.43679389803483665,0.43836668572232534,0.43934161259342464,0.43981919923045293,0.43991372812256785,0.4397502765536136
0.08231717001859198,0.0909525681000438,0.09933124054666558,0.1074761995045229,0.11538354428901439,0.12307318374834934,0.1305484636683357,0.13782667834267673,0.14491004862080284,0.151807470994079,0.15852670474215128,0.16508334586453308,0.17147695696615267,0.1777145312100516,0.18380934527924797,0.18975452998004458,0.19556821172158684,0.20124419711116245,0.2067994891833913,0.21223283790026776,0.21754911530234403,0.22275288881785688,0.22784846021289634,0.23283989296598523,0.23773103169177393,0.24252551543078035,0.24722678528653255,0.2518380855861064,0.25636762059135576,0.2608091036873835,0.2651696224341965,0.2694566835003737,0.27366439699652717,0.2777988339254998,0.28186793942252397,0.2858643161086057,0.28979942321087004,0.2936664950743046,0.29747630262152647,0.3012220499674819,0.3049145329011845,0.30855025486583315,0.3121286763920475,0.3156576587952727,0.3191320007446738,0.3225608263723532,0.3259410020926984,0.329271328346253,0.3325595366534006,0.3358031587392035,0.33900132665649624,0.3421615774903864,0.3452809872262962,0.3483601383021282,0.35139785069061946,0.3543997306400652,0.3573651982620081,0.3602966652563717,0.36319417763561623,0.36606104267824646,0.3688933274644825,0.3716890725179782,0.3744464350565768,0.3771711401266631,0.3798663624617269,0.38253853586592246,0.3851923865055864,0.38782731666381953,0.3904405608312696,0.3930212166564478,0.3955589463127602,0.39804683101169225,0.4004844269824326,0.40288308144027346,0.4052587186185824,0.40763202495187817,0.4100209241268701,0.41243420584969076,0.41486659544298904,0.41729954318425966,0.41970106818911584,0.4220348514401925,0.42426815042116856,0.42638052762331136,0.4283704453236416,0.4302593458138088,0.43208914010298416,0.4339175938712763,0.43580837608203626,0.4378189153065978,0.4399878187865881,0.44232474954378254,0.44690797238730184,0.45104944833600646,0.4543728554007168,0.45692655764948403,0.45877688784630993,0.46000753582005055,0.46071824586911403,0.4610227595403021
0.07955728143914438,0.08843858875219257,0.09706005798222439,0.10543692635329681,0.11357449964129328,0.12150092891237957,0.12921102739808812,0.13671521640297338,0.1440308861726168,0.15115895938563526,0.15811545957445577,0.16489319362847535,0.1715145903967969,0.17797887729624498,0.18429967699636524,0.19046968736426406,0.19650103305391395,0.20240670829449509,0.20818438917421012,0.21383337651372628,0.2193712042365311,0.22479565624533715,0.23011110538244556,0.23532166466328483,0.2404312113740539,0.24544340229546474,0.25036740067446667,0.25519580854875157,0.25993693016112346,0.26459368187396903,0.269174503344208,0.27367208512681684,0.27809797069952547,0.28244698474226354,0.2867247289160347,0.2909386517577034,0.2950819951459099,0.29916549205528625,0.30318285455992866,0.3071442783862331,0.3110433423383059,0.31489036946712634,0.31868202530294787,0.3224177613342883,0.32610520462828,0.32973926567976886,0.33332886551108465,0.3368708750702026,0.3403640391083669,0.3438160571761039,0.3472244733814323,0.35059095580221017,0.3539151659357096,0.35720186183263725,0.36044895220603707,0.36365524634163593,0.3668265775998251,0.3699623538754451,0.37306492025835475,0.37613405690038737,0.3791729903644408,0.382177550197838,0.38514581935372016,0.3880760794882233,0.3909745209058889,0.39384436976729426,0.3966920412304203,0.39952203901293293,0.4023333501756015,0.4051230737415834,0.4078800125541784,0.41059383352114237,0.4132577692175871,0.41587150729256295,0.4184467640258523,0.4209994501468888,0.42355029763919333,0.4261172746344005,0.42870928340077413,0.43132120425357395,0.43393487457792934,0.436518411323262,0.4390354539971483,0.4414528489915688,0.44374931653483773,0.4459220694898008,0.4479912083352359,0.44999728360712377,0.45199722631915096,0.45405472403155317,0.4562283678987766,0.45855914028594924,0.46106020025365163,0.4656231221230044,0.4700922941744108,0.47372671136794364,0.4765735702129094,0.47869796914722856,0.480182345105567,0.48112524374080223
0.07663308803824453,0.08575231980212959,0.09460865820461396,0.10322596334838233,0.11160173581847066,0.11975619265496333,0.12770063833555717,0.13543751206027738,0.14298425964226177,0.15034212525653767,0.15751958580177206,0.16453190415317973,0.17137893008581842,0.17806801225884364,0.18460583359110314,0.19099851957253985,0.19725166718231532,0.20337812065956926,0.20937558483566882,0.21524389771482533,0.220999791203449,0.22664149447594406,0.23217342372323918,0.23759973146907334,0.24292433453497841,0.24815093314463763,0.25328302295670385,0.25832390025497404,0.2632824024509532,0.26815105330354566,0.27293763182837416,0.2776498898889099,0.28228147855511526,0.28683881945681433,0.29132971490615617,0.2957470018187085,0.3001017787456101,0.30438787859283173,0.3086153525521475,0.3127783668867381,0.3168865659465515,0.3209338966855843,0.32493021341373723,0.3288723475530649,0.3327597544412997,0.33659981831967584,0.34038757985911927,0.3441317299514954,0.3478291652275018,0.3514785987589473,0.3550876723616734,0.35865395887106316,0.3621790714879605,0.36566254848355056,0.3691090703492377,0.37251648766409184,0.3758836237363715,0.3792165032147695,0.3825145232319746,0.3857799456607582,0.3890122964155725,0.39221471578590694,0.3953828425161242,0.3985148215444142,0.4016090649505096,0.4046721758636838,0.4077074109611634,0.41072114299061124,0.41371765980238207,0.4166955789491981,0.4196519083932632,0.4225752204686007,0.42545521165555067,0.4282852465943479,0.4310660513557616,0.4338067135670804,0.4365259464573125,0.43924350234397147,0.4419773905599093,0.44473668930250654,0.44751655703122667,0.4502993832136043,0.45305355026559874,0.45574279186422284,0.45833361236480824,0.4608038676416094,0.463149395608832,0.4653887401678704,0.46756079623502345,0.4697213331788462,0.4719337468820276,0.474257557873864,0.4767360214219567,0.4793859050259759,0.4838679078775027,0.48865526626833655,0.4925932566101311,0.49572776842288613,0.4981224470830927,0.49985817792043513
